"referenceid";"username";"form_version";"doi";"article";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"das";"open_data_statements";"cas";"open_code_statements";"reference_to_data";"comment_1_reference";"comments_vladi";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"comment_identifier";"repository";"data_access";"comment_5_data_access";"restricted_authorship";"comment_restricted_authorship";"year_of_data_publication";"open_text_1";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_generic_format";"multi_select_subject_specific_format";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"multi_select_genetic_sequences"
716;NA;"Openness 2024";"10.1038/s41380-023-01977-5";"10.1038+s41380-023-01977-5.txt";FALSE;"upon request, unknown url";FALSE;FALSE;"<section> data availability deidenti?ed and anonymized data were contributed from studies approved by local institutional review boards. all study participants provided written informed consent at their local institution. data of the psymri project are available at http://psymri.org/. data of the rest-meta-mdd project are available at: http://rfmri.org/rest-meta-mdd. data that were generated and the graph convolutional models used for this study are available on request to the corresponding author.";"data of the psymri project are available at http://psymri.org/.;     data of the rest-meta-mdd project are available at: http://rfmri.org/rest-meta-mdd.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"Multisite resting-state fMRI Initiative (PsyMRI)";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"the issue is not quite that the data cannot be found - there is a website for the consortium, but it is not a platform for even restricted-access data sharing; to access data, one needs to jpin the consortium, which is not our understanding of other open data or retsricted-access data, and thus it also doesn't count as reuse";"NULL";"NULL";NA
716;NA;"Openness 2024";"10.1038/s41380-023-01977-5";"10.1038+s41380-023-01977-5.txt";FALSE;"upon request, unknown url";FALSE;FALSE;"<section> data availability deidenti?ed and anonymized data were contributed from studies approved by local institutional review boards. all study participants provided written informed consent at their local institution. data of the psymri project are available at http://psymri.org/. data of the rest-meta-mdd project are available at: http://rfmri.org/rest-meta-mdd. data that were generated and the graph convolutional models used for this study are available on request to the corresponding author.";"data of the psymri project are available at http://psymri.org/.;     data of the rest-meta-mdd project are available at: http://rfmri.org/rest-meta-mdd.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"http://rfmri.org/REST-meta-MDD";"NULL";"REST-meta-MDD";"reuse_access";"NULL";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
386;NA;"Openness 2024";"10.3389/fnagi.2023.1170879";"10.3389+fnagi.2023.1170879.txt";TRUE;"field-specific repository, upon request";FALSE;FALSE;"<section> data availability statement the data analyzed in this study is subject to the following licenses/restrictions: the data of the delcode study are available on reasonable request (https://www.dzne.de/en/research/research-areas/clinical-research /databases-of-the-clinical-research/). existing data analysis packages were used for statistical analyses. respective scripts for the use of these packages are also available from the authors on reasonable request.";"<section> data availability statement the data analyzed in this study is subject to the following licenses/restrictions: the data of the delcode study are available on reasonable request (https://www.dzne.de/en/research/research-areas/clinical-research /databases-of-the-clinical-research/).";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"restricted_repo";"NULL";"https://www.dzne.de/en/research/research-areas/clinical-research/databases-of-the-clinical-research/";"NULL";"NULL";"restricted";"NULL";"own_restricted";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
397;NA;"Openness 2024";"10.3389/fpubh.2023.1076065";"10.3389+fpubh.2023.1076065.txt";TRUE;"upon request, general-purpose repository";FALSE;FALSE;"<section> data availability statement the original contributions presented in the study are included in the article/supplementary material further inquiries can be directed to the corresponding author.";"moreover where monitoring and surveillance data for crf are available (35 36) our findings could aid in determining key thresholds for public health action.";"NULL";"NULL";"yes";"NULL";"statement does not refer to available data, but this would be very difficult to pick up for ODDPub";"yes";"NULL";"yes";"NULL";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"alll data in article suppl., no reuse";"NULL";"NULL";NA
418;NA;"Openness 2024";"10.3390/toxins15110643";"10.3390+toxins15110643.txt";TRUE;"field-specific repository, upon request";FALSE;FALSE;"<section> data availability statement: the raw data supporting the findings of this manuscript will be made available by the corresponding author r.b. or the first author m.s. to any researcher upon reasonable request. rna-seq datasets were deposited at geo accession id gse232704. available online: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi? acc=gse232704 (accessed on 1 june 2023).";"rna-seq datasets were deposited at geo accession id gse232704.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232704";"NULL";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"raw data in SRA";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";NA
430;NA;"Openness 2024";"10.7554/elife.88289.3";"10.7554+elife.88289.3.txt";TRUE;"general-purpose repository, github";FALSE;TRUE;"<section> data availability data supporting the findings of this study presented in the figures are available in figure 1—source data 1 figure 2—source data 1 figure 3—source data 1 figure 4—source data 1 and figure 5— source data 1. python code of the analysis is available in figure 1—source code 1 figure 2—source code 1 figure 3—source code 1 figure 4—source code 1 and figure 5—source code 1. data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023). data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"NULL";"python code of the analysis is available in figure 1—source code 1 figure 2—source code 1 figure 3—source code 1 figure 4—source code 1 and figure 5—source code 1.;     data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://github.com/KremkowLab/Gehr_et_al_2023_eLife";"NULL";"GitHub";"not_persistent";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"same data as in software heritage archive";"NULL";"NULL";NA
430;NA;"Openness 2024";"10.7554/elife.88289.3";"10.7554+elife.88289.3.txt";TRUE;"general-purpose repository, github";FALSE;TRUE;"<section> data availability data supporting the findings of this study presented in the figures are available in figure 1—source data 1 figure 2—source data 1 figure 3—source data 1 figure 4—source data 1 and figure 5— source data 1. python code of the analysis is available in figure 1—source code 1 figure 2—source code 1 figure 3—source code 1 figure 4—source code 1 and figure 5—source code 1. data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023). data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"NULL";"python code of the analysis is available in figure 1—source code 1 figure 2—source code 1 figure 3—source code 1 figure 4—source code 1 and figure 5—source code 1.;     data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://archive.softwareheritage.org/browse/directory/ffd0719d7fcea729c97d7d54e9b9c318ab0d4dd5/?origin_url=https://github.com/KremkowLab/Gehr_et_al_2023_eLife&revision=324b6e57fcb382a1ea25b5bf060be2c1049d77f5&snapshot=e4206d751ef0aba62627dc71e94e5d581d353114";"NULL";"Software Heritage Archive";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";".npy";"NULL";"NULL";"replication";"it is unclear how raw the data is; I cannot open it, and the article says it is &quot;data&quot;; in case of doubt, we assume it is raw data";"open_data";"NULL";"NULL";"NULL";NA
430;NA;"Openness 2024";"10.7554/elife.88289.3";"10.7554+elife.88289.3.txt";TRUE;"general-purpose repository, github";FALSE;TRUE;"<section> data availability data supporting the findings of this study presented in the figures are available in figure 1—source data 1 figure 2—source data 1 figure 3—source data 1 figure 4—source data 1 and figure 5— source data 1. python code of the analysis is available in figure 1—source code 1 figure 2—source code 1 figure 3—source code 1 figure 4—source code 1 and figure 5—source code 1. data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023). data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"NULL";"python code of the analysis is available in figure 1—source code 1 figure 2—source code 1 figure 3—source code 1 figure 4—source code 1 and figure 5—source code 1.;     data and python code are available in a public github repository (https://github.com/kremkowlab/gehr_et_ al_2023_elife copy archived at kremkowlab 2023).";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"source data";"NULL";"NULL";NA
216;NA;"Openness 2024";"10.1042/cs20220819";"10.1042+cs20220819.txt";TRUE;"general-purpose repository, upon request";FALSE;FALSE;"<section> data availability the telemetry raw data are at a figshare.com at: https://doi.org/10.6084/m9.figshare.23508456 https://doi.org/10.6084/m9. figshare.23706294 all other data supporting the present study are available from the corresponding author upon reasonable request.";"figshare.23706294 all other data supporting the present study are available from the corresponding author upon reasonable request.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://doi.org/10.6084/m9.figshare.23508456.v1";"NULL";"figshare";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";NA
357;NA;"Openness 2024";"10.1371/journal.pone.0292214";"10.1371+journal.pone.0292214.txt";TRUE;"general-purpose repository";FALSE;FALSE;"<section> data availability statement: the data on berlin neighborhood statistics is publicly available. amt fu?r statistik berlin-brandenburg statistischer bericht a 16 – hj 2 / 20 available online at: [xlsx] wohnen; bericht monitoring soziale stadtentwicklung berlin 2019 available online at https://www.berlin.de/sen/sbw/stadtdaten/ stadtwissen/monitoring-soziale-stadtentwicklung/ bericht-2019/#indikatoren the raw dataset consisting of the answers received from the participants of this study are available online under this identifier: https://zenodo.org/record/8318537.";"amt fu?r statistik berlin-brandenburg statistischer bericht a 16 – hj 2 / 20 available online at: [xlsx] wohnen; bericht monitoring soziale stadtentwicklung berlin 2019 available online at https://www.berlin.de/sen/sbw/stadtdaten/ stadtwissen/monitoring-soziale-stadtentwicklung/ bericht-2019/#indikatoren the raw dataset consisting of the answers received from the participants of this study are available online under this identifier: https://zenodo.org/record/8318537.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://doi.org/10.5281/zenodo.8318537";"NULL";"Zenodo";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"raw texts from answers to a survey";"open_data";"NULL";"NULL";"NULL";NA
357;NA;"Openness 2024";"10.1371/journal.pone.0292214";"10.1371+journal.pone.0292214.txt";TRUE;"general-purpose repository";FALSE;FALSE;"<section> data availability statement: the data on berlin neighborhood statistics is publicly available. amt fu?r statistik berlin-brandenburg statistischer bericht a 16 – hj 2 / 20 available online at: [xlsx] wohnen; bericht monitoring soziale stadtentwicklung berlin 2019 available online at https://www.berlin.de/sen/sbw/stadtdaten/ stadtwissen/monitoring-soziale-stadtentwicklung/ bericht-2019/#indikatoren the raw dataset consisting of the answers received from the participants of this study are available online under this identifier: https://zenodo.org/record/8318537.";"amt fu?r statistik berlin-brandenburg statistischer bericht a 16 – hj 2 / 20 available online at: [xlsx] wohnen; bericht monitoring soziale stadtentwicklung berlin 2019 available online at https://www.berlin.de/sen/sbw/stadtdaten/ stadtwissen/monitoring-soziale-stadtentwicklung/ bericht-2019/#indikatoren the raw dataset consisting of the answers received from the participants of this study are available online under this identifier: https://zenodo.org/record/8318537.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://www.berlin.de/sen/sbw/stadtdaten/stadtwissen/monitoring-soziale-stadtentwicklung/bericht-2019/#Indikatoren";"NULL";"NULL";"reuse_access";"NULL";"NULL";"NULL";"2019";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"public Berlin data no repo";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
361;NA;"Openness 2024";"10.1523/eneuro.0215-22.2023";"10.1523+eneuro.0215-22.2023.txt";TRUE;"field-specific repository";FALSE;TRUE;"<section> data availability raw data of the survey have been published in a research data repository (https://doi.org/10.12751/g-node. w5h68v).";"the survey and related collected data as well as all analysis scripts are available publicly (https://doi.org/10.12751/g-node.w5h68v).";"NULL";"the survey and related collected data as well as all analysis scripts are available publicly (https://doi.org/10.12751/g-node.w5h68v).";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://doi.org/10.12751/g-node.w5h68v";"NULL";"G-Node";"yes";"NULL";"NULL";"NULL";"2022";"NULL";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"R, yml";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";NA
366;NA;"Openness 2024";"10.2196/46518";"10.2196+46518.txt";TRUE;"general-purpose repository, upon request";FALSE;TRUE;"<section> data availability the preregistration of the analysis plan is available at the osf registries [41]. the survey questionnaire is available upon request. the anonymous data (raw and preprocessed) are available at osf [64]. the code for data cleaning and analysis is available at osf [65].";"<section> data availability the preregistration of the analysis plan is available at the osf registries [41].;     the anonymous data (raw and preprocessed) are available at osf [64].;     the code for data cleaning and analysis is available at osf [65].";"NULL";"the code for data cleaning and analysis is available at osf [65].";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://osf.io/uw9ep/";"no DOI created, although the category is &quot;data&quot;, not &quot;project&quot;, as is often the case for OSF";"Open Science Framework (OSF)";"not_persistent";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"it's a shame that it doesn't count according to our criteria, I think the authors made an effort, shared raw data, assigned a license and they even cited the data properly...";"NULL";"NULL";NA
